fqcn	textChars
star.cadmodeler.ui.CadFilterFlattenBodyGroupAction	6481
star.cadmodeler.ui.CadFilterImprintFacesAction	6628
star.cadmodeler.ui.CadFilterManagerNode	6234
star.cadmodeler.ui.CadFilterMoveFacesAction	6420
star.cadmodeler.ui.CadFilterNode	7603
star.cadmodeler.ui.CadFilterRenameAction	4061
star.cadmodeler.ui.CadFilterRenameCommonNodeAction	6252
star.cadmodeler.ui.CadFilterReplaceFaceAction	6441
star.cadmodeler.ui.CadFilterResultTableAction	6286
star.cadmodeler.ui.CadKeySettings	2300
star.cadmodeler.ui.CadManagerEditAction	4595
star.cadmodeler.ui.CadManagerRefreshAction	4556
star.cadmodeler.ui.CadMeshBodyTypeEvaluator	2335
star.cadmodeler.ui.CadModelAction	16215
star.cadmodeler.ui.CadModelActionBase	1675
star.cadmodeler.ui.CadModelActionManager	2949
star.cadmodeler.ui.CadModelActionMenuCustomizer	2293
star.cadmodeler.ui.CadModelActionOption.ActionMoveOption	3037
star.cadmodeler.ui.CadModelActionOption	1801
star.cadmodeler.ui.CadModelAddExistingTagsAction	7133
star.cadmodeler.ui.CadModelAddNewTagAction	6180
star.cadmodeler.ui.CadModelAddTagsAction	6848
star.cadmodeler.ui.CadModelAssemblyViewDisplayAction	6174
star.cadmodeler.ui.CadModelAssignExistingObjectsAction	8572
star.cadmodeler.ui.CadModelCoordinateField	15387
star.cadmodeler.ui.CadModelCoordinateFieldPanel	10179
star.cadmodeler.ui.CadModelCoordinatePanel	11236
star.cadmodeler.ui.CadModelCoordinateSystemComboBox	10807
star.cadmodeler.ui.CadModelEnumerations.CoordinateSystemSourceOption	3815
star.cadmodeler.ui.CadModelEnumerations.DirectionType	2967
star.cadmodeler.ui.CadModelEnumerations.ExtendDirection	3207
star.cadmodeler.ui.CadModelEnumerations.ExtrusionDirection	3023
star.cadmodeler.ui.CadModelEnumerations.ExtrusionDistance	2943
star.cadmodeler.ui.CadModelEnumerations	1220
star.cadmodeler.ui.CadModelEnumerations.MoveDirection	2692
star.cadmodeler.ui.CadModelEnumerations.RevolveDirection	2651
star.cadmodeler.ui.CadModelerEditorMultiviewDesc	1859
star.cadmodeler.ui.CadModelerEditorView	10637
star.cadmodeler.ui.CadModelerImportCsvFileAction	7228
star.cadmodeler.ui.CadModelerQuantityEditor	1905
star.cadmodeler.ui.CadModelFlatViewDisplayAction	6168
star.cadmodeler.ui.CadModelGeometryRepairAction	6289
star.cadmodeler.ui.CadModelGeometryRepairPanel	12894
star.cadmodeler.ui.CadModelHotKeyConstants.ColorModeActionEnum	4208
star.cadmodeler.ui.CadModelHotKeyConstants.FavoriteActionEnum	4754
star.cadmodeler.ui.CadModelHotKeyConstants.FeatureActionEnum	14961
star.cadmodeler.ui.CadModelHotKeyConstants	4789
star.cadmodeler.ui.CadModelHotKeyConstants.ModelVisibilityActionEnum	4984
star.cadmodeler.ui.CadModelHotKeyConstants.ReferenceGeometryActions	7874
star.cadmodeler.ui.CadModelHotKeyConstants.ReferenceGeometryVisibilityActionEnum	4457
star.cadmodeler.ui.CadModelHotKeyConstants.SceneActionEnum	5000
star.cadmodeler.ui.CadModelHotKeyConstants.SectionViewActionEnum	3816
star.cadmodeler.ui.CadModelHotKeyConstants.SelectionFilterActionEnum	4470
star.cadmodeler.ui.CadModelHotKeyConstants.SelectionMethodsEnum	4765
star.cadmodeler.ui.CadModelHotKeyConstants.TableActionEnum	3930
star.cadmodeler.ui.CadModelModifyTagsAction	8715
star.cadmodeler.ui.CadModelNewTagAction	7072
star.cadmodeler.ui.CadModelNode	8643
star.cadmodeler.ui.CadModelObjectAssignmentMenuAction	7401
star.cadmodeler.ui.CadModelRemoveExistingTagsAction	7111
star.cadmodeler.ui.CadModelRenameNamedLTEsNodeAction	4769
star.cadmodeler.ui.CadModelRenameObjectAction	5013
star.cadmodeler.ui.CadModelScalarQuantityField	14589
star.cadmodeler.ui.CadModelScalarQuantityFieldPanel	10546
star.cadmodeler.ui.CadModelScalarQuantityPanel.DesignParameterPanel	8834
star.cadmodeler.ui.CadModelScalarQuantityPanel	9908
star.cadmodeler.ui.CadModelSceneToolbarCreator	23760
star.cadmodeler.ui.CadModelSetExistingTagsAction	7299
star.cadmodeler.ui.CadModelSetNewTagAction	6180
star.cadmodeler.ui.CadModelSetTagsAction	7094
star.cadmodeler.ui.CadModelSubMenuAction	6737
star.cadmodeler.ui.CadModelTagAction	5448
star.cadmodeler.ui.CadModelTagsMenuAction	7241
star.cadmodeler.ui.CadModelToggleButton	11247
star.cadmodeler.ui.CadModelToolbarAction	6010
star.cadmodeler.ui.CadModelUIUtilities	8580
star.cadmodeler.ui.CadModelVectorEditorPanel	11554
star.cadmodeler.ui.CadModelVectorQuantityField	14145
star.cadmodeler.ui.CadModelVectorQuantityFieldPanel	9680
star.cadmodeler.ui.CadModelVectorQuantityPanel	10706
star.cadmodeler.ui.CadQuantityInputValidator	571
star.cadmodeler.ui.CadRepairBaseAction	6728
star.cadmodeler.ui.CadRepairDiagnosticErrorTable.CadRepairDiagnosticErrorTableModel	3908
star.cadmodeler.ui.CadRepairDiagnosticErrorTable.CountColumnMouseClickListener	2078
star.cadmodeler.ui.CadRepairDiagnosticErrorTable	9555
star.cadmodeler.ui.CadRepairDiagnosticPanel	11632
star.cadmodeler.ui.CadRepairErrorBrowsePanel	10223
star.cadmodeler.ui.CadRepairErrorRepairPanel.AutoRepairButton	11513
star.cadmodeler.ui.CadRepairErrorRepairPanel	9779
star.cadmodeler.ui.CadRepairErrorRepairPanel.PSBodyRepairButton	11531
star.cadmodeler.ui.CadRepairFeatureNode	6563
star.cadmodeler.ui.CadRepairFeaturePanel	19842
star.cadmodeler.ui.CadRepairMenuAction	6355
star.cadmodeler.ui.CadRepairSceneAction	6675
star.cadmodeler.ui.CadRepairWidgetButton	12397
star.cadmodeler.ui.CadSceneSlideOut	2721
star.cadmodeler.ui.CadSceneToolbarSlideOut	2784
star.cadmodeler.ui.CanonicalReferenceCoordinateSystemNode	7963
star.cadmodeler.ui.CanonicalReferencePointNode	7730
star.cadmodeler.ui.CanonicalSketchPlaneNode	7696
star.cadmodeler.ui.CenterPointCircularArcPropertiesPanel	10301
star.cadmodeler.ui.ChamferNode	6863
star.cadmodeler.ui.CheckBodyInterferenceAction	5571
star.cadmodeler.ui.CheckBodyInterferenceActionBase	5927
star.cadmodeler.ui.CheckBodyInterferencePanel	14352
star.cadmodeler.ui.CheckBodyInterferenceSceneAction	5616
star.cadmodeler.ui.CheckSketchValidityAction	6131
star.cadmodeler.ui.CirclePropertiesPanel	10304
star.cadmodeler.ui.CircularArcPropertiesPanel	11160
star.cadmodeler.ui.ColorAttributeFeatureNode	7057
star.cadmodeler.ui.ColorBodiesActionBase	6104
star.cadmodeler.ui.ColorBodiesSceneAction	5483
star.cadmodeler.ui.ColorBodyGroupsSceneAction	5519
star.cadmodeler.ui.ColorCommonActionBase	6104
star.cadmodeler.ui.ColorCommonNodeAction	5474
star.cadmodeler.ui.ColorNamedEdgesAction	6366
star.cadmodeler.ui.ColorNamedFacesAction	6243
star.cadmodeler.ui.ColorNamedVerticesAction	6270
star.cadmodeler.ui.ComplementArcAction	5963
star.cadmodeler.ui.ComponentUtilities	1769
star.cadmodeler.ui.CompositeFeatureNode	6981
star.cadmodeler.ui.ConditionallyValidAction	537
star.cadmodeler.ui.ConePrimitiveFeatureNode	7081
star.cadmodeler.ui.ConstantRadiusFilletPanel	10399
star.cadmodeler.ui.Constraint3DManagerNode	6039
star.cadmodeler.ui.Constraint3DNode	7051
star.cadmodeler.ui.ConstraintsPanel	8793
star.cadmodeler.ui.ContactCommands	2064
star.cadmodeler.ui.ContactDataTable	12316
star.cadmodeler.ui.ContactFlatRow	5472
star.cadmodeler.ui.ContactFlatTableModel	3911
star.cadmodeler.ui.ContactInputTable	2790
star.cadmodeler.ui.ContactLayoutViewHandler	3938
star.cadmodeler.ui.ContactLayoutViewHandler.SceneName	2732
star.cadmodeler.ui.ContactSearchTable	3287
star.cadmodeler.ui.ContactTable.ContactPanel	16485
star.cadmodeler.ui.ContactTable	11509
star.cadmodeler.ui.ContactTreeTableModel	12965
star.cadmodeler.ui.ContactUtilities.ContactType	2602
star.cadmodeler.ui.ContactUtilities	10855
star.cadmodeler.ui.ContactUtilities.ImprintColumnNames	3903
star.cadmodeler.ui.ContactUtilities.TableColumnNames	4865
star.cadmodeler.ui.ContactUtilities.TableFormat	2549
star.cadmodeler.ui.ConvertInstancedBodiesToFlatBodiesAction	5884
star.cadmodeler.ui.ConvertInstancedBodiesToFlatBodiesActionBase	6438
star.cadmodeler.ui.ConvertInstancedBodiesToFlatBodiesFeatureNode	7445
star.cadmodeler.ui.ConvertInstancedBodiesToFlatBodiesSceneAction	5929
star.cadmodeler.ui.ConvertSketchToSheetNode	7091
star.cadmodeler.ui.ConvertToSketchAction	6440
star.cadmodeler.ui.ConvertToSketchPrimitivesAction	6065
star.cadmodeler.ui.ConvertToSketchPrimitivesAsConstructionAction	6207
star.cadmodeler.ui.CoordinateSystemSelectionWidgetPanel	11037
star.cadmodeler.ui.CoordinateTransformBodyAction	5594
star.cadmodeler.ui.CoordinateTransformBodyActionBase	6224
star.cadmodeler.ui.CoordinateTransformBodyFeatureNode	7323
star.cadmodeler.ui.CoordinateTransformBodyGroupSceneAction	5822
star.cadmodeler.ui.CoordinateTransformBodyPanel	19188
star.cadmodeler.ui.CoordinateTransformBodySceneAction	5639
star.cadmodeler.ui.CoordinateTransformCommonActionBase	6367
star.cadmodeler.ui.CoordinateTransformCommonNodeAction	5786
star.cadmodeler.ui.CopyBodiesFeatureNode	7063
star.cadmodeler.ui.CopyBodiesPanel	17775
star.cadmodeler.ui.CopyBodyGroupsFeatureNode	7115
star.cadmodeler.ui.CopyBodyGroupsPanel	18043
star.cadmodeler.ui.CreateAngleDimensionAction	6014
star.cadmodeler.ui.CreateArcSketchEntityButton	11932
star.cadmodeler.ui.CreateAssemblyConstraintsAction	6539
star.cadmodeler.ui.CreateBlockPrimitiveAction	6288
star.cadmodeler.ui.CreateBlockPrimitivePanel	20663
star.cadmodeler.ui.CreateBodyCircularPatternCutActionBase	6272
star.cadmodeler.ui.CreateBodyCircularPatternCutPanel	20063
star.cadmodeler.ui.CreateBodyCircularPatternCutSceneAction	5702
star.cadmodeler.ui.CreateBodyCircularPatternMergeActionBase	6286
star.cadmodeler.ui.CreateBodyCircularPatternMergePanel	20932
star.cadmodeler.ui.CreateBodyCircularPatternMergeSceneAction	5722
star.cadmodeler.ui.CreateBodyCircularPatternPanel	24931
star.cadmodeler.ui.CreateBodyColorPanel	15324
star.cadmodeler.ui.CreateBodyGroupCircularPatternCutAction	5840
star.cadmodeler.ui.CreateBodyGroupCircularPatternCutSceneAction	5885
star.cadmodeler.ui.CreateBodyGroupCircularPatternMergeAction	5860
star.cadmodeler.ui.CreateBodyGroupCircularPatternMergeSceneAction	5905
star.cadmodeler.ui.CreateBodyGroupColorPanel	16133
star.cadmodeler.ui.CreateBodyGroupLinearPatternCutAction	5814
star.cadmodeler.ui.CreateBodyGroupLinearPatternCutSceneAction	5859
star.cadmodeler.ui.CreateBodyGroupLinearPatternMergeSceneAction	5879
star.cadmodeler.ui.CreateBodyGroupPatternAlongPathCutAction	5866
star.cadmodeler.ui.CreateBodyGroupPatternAlongPathCutSceneAction	5911
star.cadmodeler.ui.CreateBodyGroupPatternAlongPathMergeSceneAction	5931
star.cadmodeler.ui.CreateBodyGroupTessellationPanel	14312
star.cadmodeler.ui.CreateBodyLinearPatternCutActionBase	6252
star.cadmodeler.ui.CreateBodyLinearPatternCutPanel	20018
star.cadmodeler.ui.CreateBodyLinearPatternCutSceneAction	5676
star.cadmodeler.ui.CreateBodyLinearPatternMergeActionBase	6266
star.cadmodeler.ui.CreateBodyLinearPatternMergePanel	20868
star.cadmodeler.ui.CreateBodyLinearPatternMergeSceneAction	5696
star.cadmodeler.ui.CreateBodyLinearPatternPanel	25073
star.cadmodeler.ui.CreateBodyPatternAlongPathCutActionBase	6283
star.cadmodeler.ui.CreateBodyPatternAlongPathCutCommonActionBase	6462
star.cadmodeler.ui.CreateBodyPatternAlongPathCutCommonNodeAction	5911
star.cadmodeler.ui.CreateBodyPatternAlongPathCutPanel	19868
star.cadmodeler.ui.CreateBodyPatternAlongPathCutSceneAction	5716
star.cadmodeler.ui.CreateBodyPatternAlongPathMergeActionBase	6297
star.cadmodeler.ui.CreateBodyPatternAlongPathMergeCommonActionBase	6476
star.cadmodeler.ui.CreateBodyPatternAlongPathMergeCommonNodeAction	5931
star.cadmodeler.ui.CreateBodyPatternAlongPathMergePanel	20708
star.cadmodeler.ui.CreateBodyPatternAlongPathMergeSceneAction	5736
star.cadmodeler.ui.CreateBodyPatternAlongPathPanel	24507
star.cadmodeler.ui.CreateBodyTessellationPanel	14191
star.cadmodeler.ui.CreateBoundingBodiesAction	5791
star.cadmodeler.ui.CreateBoundingBodiesActionBase	6379
star.cadmodeler.ui.CreateBoundingBodiesSceneAction	5836
star.cadmodeler.ui.CreateCenterPointRectangleSketchEntityButton	12033
star.cadmodeler.ui.CreateChamferAction	6244
star.cadmodeler.ui.CreateChamferPanel	18336
star.cadmodeler.ui.CreateChamferToolbarAction	4361
star.cadmodeler.ui.CreateCircleSketchEntityButton	11879
star.cadmodeler.ui.CreateCircularArcSketchEntityButton	11967
star.cadmodeler.ui.CreateCircularPatternCutCommonActionBase	6415
star.cadmodeler.ui.CreateCircularPatternCutCommonNodeAction	5849
star.cadmodeler.ui.CreateCircularPatternMergeCommonActionBase	6429
star.cadmodeler.ui.CreateCircularPatternMergeCommonNodeAction	5869
star.cadmodeler.ui.CreateCollinearConstraintAction	6074
star.cadmodeler.ui.CreateConcentricConstraintAction	6084
star.cadmodeler.ui.CreateConePrimitiveAction	6278
star.cadmodeler.ui.CreateConePrimitivePanel	20387
star.cadmodeler.ui.CreateConvertSketchToSheetAction	6508
star.cadmodeler.ui.CreateConvertSketchToSheetActionBase	6060
star.cadmodeler.ui.CreateConvertSketchToSheetPanel	17390
star.cadmodeler.ui.CreateConvertSketchToSheetToolbarAction	6672
star.cadmodeler.ui.CreateCopyBodiesActionBase	6153
star.cadmodeler.ui.CreateCopyBodiesSceneAction	5547
star.cadmodeler.ui.CreateCopyBodyGroupsSceneAction	5715
star.cadmodeler.ui.CreateCopyCommonAction	5634
star.cadmodeler.ui.CreateCopyCommonActionBase	6278
star.cadmodeler.ui.CreateCopyCommonNodeAction	5670
star.cadmodeler.ui.CreateCurvatureCombPanel	13874
star.cadmodeler.ui.CreateCylinderPrimitiveAction	6318
star.cadmodeler.ui.CreateCylinderPrimitivePanel	20309
star.cadmodeler.ui.CreateDefeatureAction	6176
star.cadmodeler.ui.CreateDefeatureActionBase	5887
star.cadmodeler.ui.CreateDefeatureBodiesCommonActionBase	6472
star.cadmodeler.ui.CreateDefeatureBodiesCommonNodeAction	5979
star.cadmodeler.ui.CreateDefeatureBodiesMenuAction	5925
star.cadmodeler.ui.CreateDefeatureBodiesSceneAction	5934
star.cadmodeler.ui.CreateDefeatureFacesCommonActionBase	6480
star.cadmodeler.ui.CreateDefeatureFacesCommonNodeAction	5648
star.cadmodeler.ui.CreateDefeaturePanel	22980
star.cadmodeler.ui.CreateDefeatureSceneAction	5993
star.cadmodeler.ui.CreateDeleteAttributeFeaturePanel	16652
star.cadmodeler.ui.CreateDeleteBodyActionBase	6150
star.cadmodeler.ui.CreateDeleteBodyGroupsPanel	17581
star.cadmodeler.ui.CreateDeleteBodySceneAction	5544
star.cadmodeler.ui.CreateDeleteFacesAction	6272
star.cadmodeler.ui.CreateDeleteFacesPanel	17596
star.cadmodeler.ui.CreateDimensionAction	5629
star.cadmodeler.ui.CreateDistanceDimensionAction	6044
star.cadmodeler.ui.CreateEdgeRenameAndColorPanel	16059
star.cadmodeler.ui.CreateEllipseSketchEntityButton	11893
star.cadmodeler.ui.CreateEmptyBodyGroupBaseAction	6471
star.cadmodeler.ui.CreateEmptyBodyGroupMenuAction	5626
star.cadmodeler.ui.CreateEmptyBodyGroupOnBodyGroupManagerAction	5890
star.cadmodeler.ui.CreateEmptyBodyGroupSceneAction	5635
star.cadmodeler.ui.CreateEqualLengthConstraintAction	6095
star.cadmodeler.ui.CreateEqualRadiusConstraintAction	6095
star.cadmodeler.ui.CreateExtendSolidAction	6268
star.cadmodeler.ui.CreateExtendSolidPanel	23343
star.cadmodeler.ui.CreateExtendSolidPanel.Offset	2549
star.cadmodeler.ui.CreateExtendSurfaceActionBase	6026
star.cadmodeler.ui.CreateExtendSurfaceActionBody	5738
star.cadmodeler.ui.CreateExtendSurfaceActionBodyContext	6237
star.cadmodeler.ui.CreateExtendSurfaceActionEdgeFace	6037
star.cadmodeler.ui.CreateExtendSurfacePanel.ExtendShapeOption	2773
star.cadmodeler.ui.CreateExtendSurfacePanel.ExtendTargetOption	2875
star.cadmodeler.ui.CreateExtendSurfacePanel.ExtendToolType	2699
star.cadmodeler.ui.CreateExtendSurfacePanel.ExtendType	2843
star.cadmodeler.ui.CreateExtendSurfacePanel	23653
star.cadmodeler.ui.CreateExtendSurfaceTriadWidget	5661
star.cadmodeler.ui.CreateExternalFluidExtractionAction	5804
star.cadmodeler.ui.CreateExternalFluidExtractionActionBase	6409
star.cadmodeler.ui.CreateExternalFluidExtractionPanel	20681
star.cadmodeler.ui.CreateExternalFluidExtractionSceneAction	5849
star.cadmodeler.ui.CreateExtrusionCutAction	6551
star.cadmodeler.ui.CreateExtrusionCutActionBase	6116
star.cadmodeler.ui.CreateExtrusionCutPanel	20839
star.cadmodeler.ui.CreateExtrusionCutToolbarAction	6618
star.cadmodeler.ui.CreateExtrusionMergeAction	6333
star.cadmodeler.ui.CreateExtrusionMergeActionBase	5612
star.cadmodeler.ui.CreateExtrusionMergePanel	21267
star.cadmodeler.ui.CreateExtrusionMergeToolbarAction	6612
star.cadmodeler.ui.CreateExtrusionPanel.CoordinateSystemSource	3002
star.cadmodeler.ui.CreateExtrusionPanel.ExtrusionMode	3135
star.cadmodeler.ui.CreateExtrusionPanel	30169
star.cadmodeler.ui.CreateExtrusionTriadWidget	6102
star.cadmodeler.ui.CreateFaceContactsActionBase	6392
star.cadmodeler.ui.CreateFaceContactsBodyAction	5919
star.cadmodeler.ui.CreateFaceContactsBodyGroupAction	5964
star.cadmodeler.ui.CreateFaceContactsFaceAction	5919
star.cadmodeler.ui.CreateFaceContactsMenuAction	5737
star.cadmodeler.ui.CreateFaceContactsPanel	19783
star.cadmodeler.ui.CreateFaceRenameAndColorPanel	16059
star.cadmodeler.ui.CreateFeatureAngularWidget	9187
star.cadmodeler.ui.CreateFeatureAngularWidget.SelectStateObserver	1438
star.cadmodeler.ui.CreateFeaturePanel.ApplyToInstancesPanel	10391
star.cadmodeler.ui.CreateFeaturePanel.BodyGroupCreationPanel	8724
star.cadmodeler.ui.CreateFeaturePanel.CadGroupLayout	8705
star.cadmodeler.ui.CreateFeaturePanel.GroupPanel	8931
star.cadmodeler.ui.CreateFeaturePanel	39733
star.cadmodeler.ui.CreateFeaturePanel.PreviewPanel	10443
star.cadmodeler.ui.CreateFeatureTriadWidget	16320
star.cadmodeler.ui.CreateFeatureTriadWidget.SelectStateObserver	1426
star.cadmodeler.ui.CreateFilletAction	6234
star.cadmodeler.ui.CreateFilletPanel	18985
star.cadmodeler.ui.CreateFilletToolbarAction	4346
star.cadmodeler.ui.CreateFillFeatureAction	6488
star.cadmodeler.ui.CreateFillFeaturePanel	19805
star.cadmodeler.ui.CreateFillFeaturePanel.TableClick	1842
star.cadmodeler.ui.CreateFilterAction	6197
star.cadmodeler.ui.CreateFilterFromBodyGroupSelectionAction	6108
star.cadmodeler.ui.CreateFilterFromBodyGroupSelectionSceneAction	5998
star.cadmodeler.ui.CreateFilterFromBodyGroupSelectionTreeAction	5989
star.cadmodeler.ui.CreateFilterFromBodySelectionAction	6063
star.cadmodeler.ui.CreateFilterFromBodySelectionSceneAction	5938
star.cadmodeler.ui.CreateFilterFromBodySelectionTreeAction	5929
star.cadmodeler.ui.CreateFilterFromEdgeSelectionAction	6343
star.cadmodeler.ui.CreateFilterFromEdgeSelectionSceneAction	5938
star.cadmodeler.ui.CreateFilterFromFaceSelectionAction	6343
star.cadmodeler.ui.CreateFilterFromFaceSelectionSceneAction	5938
star.cadmodeler.ui.CreateFilterFromFilterSelectionAction	6550
star.cadmodeler.ui.CreateFilterFromNamedEdgeSelectionTreeAction	5974
star.cadmodeler.ui.CreateFilterFromNamedFaceSelectionTreeAction	5974
star.cadmodeler.ui.CreateFilterFromNamedVertexSelectionTreeAction	5998
star.cadmodeler.ui.CreateFilterFromSelectionAction.CreateFilterOperation	3305
star.cadmodeler.ui.CreateFilterFromSelectionAction	6038
star.cadmodeler.ui.CreateFilterFromVertexSelectionAction	6361
star.cadmodeler.ui.CreateFilterFromVertexSelectionSceneAction	5962
star.cadmodeler.ui.CreateFixationConstraintAction	6064
star.cadmodeler.ui.CreateFlattenBodyGroupPanel	17507
star.cadmodeler.ui.CreateGeneralSelectionPanel	13607
star.cadmodeler.ui.CreateGenericAngularWidget	6499
star.cadmodeler.ui.CreateGenericTriadWidget	6293
star.cadmodeler.ui.CreateHorizontalConstraintAction	6084
star.cadmodeler.ui.CreateHorizontalDistanceDimensionAction	6135
star.cadmodeler.ui.CreateImprintActionBase	6124
star.cadmodeler.ui.CreateImprintBodyGroupsAction	5704
star.cadmodeler.ui.CreateImprintBodyGroupsSceneAction	5749
star.cadmodeler.ui.CreateImprintCommonActionBase	6303
star.cadmodeler.ui.CreateImprintCommonNodeAction	5704
star.cadmodeler.ui.CreateImprintFacesAction	5530
star.cadmodeler.ui.CreateImprintFacesActionBase	6175
star.cadmodeler.ui.CreateImprintMeshEdgesAction	5813
star.cadmodeler.ui.CreateImprintMeshEdgesActionBase	6181
star.cadmodeler.ui.CreateImprintMeshEdgesSceneAction	5858
star.cadmodeler.ui.CreateImprintSceneAction	5509
star.cadmodeler.ui.CreateIncidenceConstraintAction	6076
star.cadmodeler.ui.CreateInternalFluidExtractionAction	6397
star.cadmodeler.ui.CreateInternalFluidExtractionPanel	26574
star.cadmodeler.ui.CreateIntersectBodiesActionBase	5759
star.cadmodeler.ui.CreateIntersectBodiesSceneAction	6046
star.cadmodeler.ui.CreateIntersectBodyGroupsAction	6169
star.cadmodeler.ui.CreateIntersectBodyGroupsSceneAction	6214
star.cadmodeler.ui.CreateIntersectCommonActionBase	5884
star.cadmodeler.ui.CreateIntersectCommonNodeAction	6169
star.cadmodeler.ui.CreateLengthDimensionAction	6024
star.cadmodeler.ui.CreateLinearPatternCutCommonActionBase	6395
star.cadmodeler.ui.CreateLinearPatternCutCommonNodeAction	5823
star.cadmodeler.ui.CreateLinearPatternMergeCommonActionBase	6409
star.cadmodeler.ui.CreateLinearPatternMergeCommonNodeAction	5843
star.cadmodeler.ui.CreateLineSketchEntityButton	11851
star.cadmodeler.ui.CreateLocalSystemAngularWidget	4228
star.cadmodeler.ui.CreateLoftCutAction	6250
star.cadmodeler.ui.CreateLoftCutActionBase	5549
star.cadmodeler.ui.CreateLoftCutPanel	19257
star.cadmodeler.ui.CreateLoftCutToolbarAction	6547
star.cadmodeler.ui.CreateLoftMergeAction	6270
star.cadmodeler.ui.CreateLoftMergeActionBase	5567
star.cadmodeler.ui.CreateLoftMergePanel	19408
star.cadmodeler.ui.CreateLoftMergeToolbarAction	6541
star.cadmodeler.ui.CreateLoftPanel	29876
star.cadmodeler.ui.CreateMajorRadiusDimensionAction	6075
star.cadmodeler.ui.CreateMergeFacesFeatureAction	6867
star.cadmodeler.ui.CreateMergeFacesFeatureMenuAction	6840
star.cadmodeler.ui.CreateMergeFacesFeaturePanel	18055
star.cadmodeler.ui.CreateMergeFacesFeatureSceneAction	6831
star.cadmodeler.ui.CreateMidPointConstraintAction	6064
star.cadmodeler.ui.CreateMinorRadiusDimensionAction	6075
star.cadmodeler.ui.CreateMoveFacesAction	6247
star.cadmodeler.ui.CreateMoveFacesPanel	22908
star.cadmodeler.ui.CreateNameAttributeFeaturePanel.CadModelColorEditor	2635
star.cadmodeler.ui.CreateNameAttributeFeaturePanel	18728
star.cadmodeler.ui.CreateNameAttributeFeaturePanel.NameAttributeTable	12488
star.cadmodeler.ui.CreateNameAttributeFeaturePanel.OpacityDoubleField	12401
star.cadmodeler.ui.CreateNameAttributeFeaturePanel.OpacityEditor	2574
star.cadmodeler.ui.CreateNamedEdgesColorPanel	14697
star.cadmodeler.ui.CreateNamedFacesColorPanel	14697
star.cadmodeler.ui.CreateNamedVerticesColorPanel	14558
star.cadmodeler.ui.CreateNewBodyGroupAction	5759
star.cadmodeler.ui.CreateNewBodyGroupActionBase	6176
star.cadmodeler.ui.CreateNewBodyGroupFeatureNode	7129
star.cadmodeler.ui.CreateNewBodyGroupPanel	18131
star.cadmodeler.ui.CreateNewBodyGroupSceneAction	5576
star.cadmodeler.ui.CreateOffsetSketchPrimitivesAction	6223
star.cadmodeler.ui.CreateOffsetTriadWidget	5062
star.cadmodeler.ui.CreateOrientedRectangleSketchEntityButton	12037
star.cadmodeler.ui.CreateParallelConstraintAction	6064
star.cadmodeler.ui.CreatePerpendicularConstraintAction	6114
star.cadmodeler.ui.CreatePierceConstraintAction	6044
star.cadmodeler.ui.CreatePointSketchEntityButton	11865
star.cadmodeler.ui.CreatePrintSelectionDebugInfoToolbarAction	4597
star.cadmodeler.ui.CreateRadiusDimensionAction	6024
star.cadmodeler.ui.CreateRectangleSketchEntityButton	11921
star.cadmodeler.ui.CreateRemoveLogosCommonActionBase	6436
star.cadmodeler.ui.CreateRemoveLogosCommonNodeAction	5923
star.cadmodeler.ui.CreateRemoveLogosMenuAction	5869
star.cadmodeler.ui.CreateRemoveLogosPanel	20227
star.cadmodeler.ui.CreateRemoveLogosSceneAction	5878
star.cadmodeler.ui.CreateReplaceFaceAction	6268
star.cadmodeler.ui.CreateReplaceFacePanel	17249
star.cadmodeler.ui.CreateRevolveCutAction	6289
star.cadmodeler.ui.CreateRevolveCutActionBase	5576
star.cadmodeler.ui.CreateRevolveCutPanel	20077
star.cadmodeler.ui.CreateRevolveCutToolbarAction	6592
star.cadmodeler.ui.CreateRevolveMergeAction	6309
star.cadmodeler.ui.CreateRevolveMergeActionBase	5594
star.cadmodeler.ui.CreateRevolveMergePanel	20647
star.cadmodeler.ui.CreateRevolveMergeToolbarAction	6586
star.cadmodeler.ui.CreateRevolvePanel	26755
star.cadmodeler.ui.CreateSectionViewAction	6270
star.cadmodeler.ui.CreateSectionViewSketchPlaneAction	6369
star.cadmodeler.ui.CreateSewBodyGroupsSceneAction	5710
star.cadmodeler.ui.CreateSewCommonActionBase	6233
star.cadmodeler.ui.CreateSewCommonNodeAction	5665
star.cadmodeler.ui.CreateSheetBodiesActionBase	6320
star.cadmodeler.ui.CreateSheetBodiesFeatureNode	7181
star.cadmodeler.ui.CreateSheetBodiesPanel	18622
star.cadmodeler.ui.CreateSheetBodiesSceneBodyAction	5615
star.cadmodeler.ui.CreateSheetBodiesSceneFaceAction	5966
star.cadmodeler.ui.CreateSheetBodyCommonActionBase	6333
star.cadmodeler.ui.CreateSheetBodyCommonNodeAction	5740
star.cadmodeler.ui.CreateSheetBodyGroupsSceneAction	5749
star.cadmodeler.ui.CreateShellFeatureAction	5654
star.cadmodeler.ui.CreateShellFeatureActionBase	6292
star.cadmodeler.ui.CreateShellFeatureActionMenu	5690
star.cadmodeler.ui.CreateShellFeaturePanel	19155
star.cadmodeler.ui.CreateSketch3DAction	6422
star.cadmodeler.ui.CreateSketch3DFromEdgesSceneAction	6551
star.cadmodeler.ui.CreateSketch3DToolbarAction	6721
star.cadmodeler.ui.CreateSketchAction	6052
