fqcn	textChars
star.quickobjects.actions.PositionQuickGeometryObjectSnapAction	5571
star.quickobjects.actions.PositionQuickGeometryObjectsNodeAction	5315
star.quickobjects.actions.PositionQuickGeometryObjectToCenterOfFaceAction	5628
star.quickobjects.actions.QuickCollapseTreeAction	4893
star.quickobjects.actions.QuickCopyAction	5353
star.quickobjects.actions.QuickDerivedDataItemAction	5113
star.quickobjects.actions.QuickExportSceneImageAction	6834
star.quickobjects.actions.QuickGeometryObjectAction	4625
star.quickobjects.actions.QuickGeometryObjectActionManager	4603
star.quickobjects.actions.QuickGeometryObjectCadFaceAction	4613
star.quickobjects.actions.QuickGeometryObjectSubMenuAction	4856
star.quickobjects.actions.QuickManagerAction	7852
star.quickobjects.actions.QuickManagerActionBase	1213
star.quickobjects.actions.QuickManagerActionManager	2113
star.quickobjects.actions.QuickManagerActionManager.QMActionPoint	2321
star.quickobjects.actions.QuickManagerSubMenuAction	7750
star.quickobjects.actions.QuickObjectAction	5012
star.quickobjects.actions.QuickPartAction	4595
star.quickobjects.actions.QuickPartInteractionsAction	5558
star.quickobjects.actions.QuickPasteAction	5598
star.quickobjects.actions.QuickPostDataItemAction	5065
star.quickobjects.actions.QuickPreferredSystemAction	1110
star.quickobjects.actions.QuickResultObjectAction	4803
star.quickobjects.actions.QuickSceneAnnotationHideAllAction	4990
star.quickobjects.actions.QuickSceneAnnotationShowAllAction	4988
star.quickobjects.actions.QuickSummarizeAction	4865
star.quickobjects.actions.QuickUpdateAction	4990
star.quickobjects.actions.RenameFaceCoordinateSystemAction	5221
star.quickobjects.actions.SetDimensionQuickGeometryObjectAction	6581
star.quickobjects.actions.SetOriginReferenceAtVertexAction	5420
star.quickobjects.actions.SetOriginReferenceCenterOfCurveAction	5474
star.quickobjects.actions.SetOriginReferenceCenterOfFaceAction	5464
star.quickobjects.actions.SetOriginReferenceCenterOfLinearEdgeAction	5525
star.quickobjects.actions.SetQuickGeometryObjectsNameAction	5480
star.quickobjects.actions.SetQuickObjectNameAction	5559
star.quickobjects.actions.SetRotationAxisFromEdgeDirectionAction	5542
star.quickobjects.actions.SetRotationAxisFromFaceNormalAction	5512
star.quickobjects.actions.SetRotationAxisFromTwoVerticesAction	5522
star.quickobjects.actions.SetupParametersAction	9077
star.quickobjects.actions.SetupPhysicsAction	5289
star.quickobjects.actions.SetupSolverSettingsAction	5352
star.quickobjects.actions.SetupUnitsAction	8747
star.quickobjects.actions.ShowAllQuickGeometryObjectCadFacesAction	5211
star.quickobjects.actions.ShowAllQuickGeometryObjectsAction	5175
star.quickobjects.actions.ShowAllQuickPartSurfacesAction	5134
star.quickobjects.actions.ShowOnlyUnusedConstructionObjectsAction	5220
star.quickobjects.actions.ShowQuickGeometryObjectsAction	5446
star.quickobjects.actions.ShowQuickMonitorPlotAction	3982
star.quickobjects.actions.ShowQuickPartSurfacesAction	5341
star.quickobjects.actions.ShowQuickSceneDrawableItemAction	5386
star.quickobjects.actions.StartQuickGeometryObjectPositioningToolAction	5257
star.quickobjects.actions.SuppressExtractVolumeAction	5345
star.quickobjects.actions.TabulateAllQuickPostReportsAction	4507
star.quickobjects.actions.TabulateQuickPostReportAction	5103
star.quickobjects.actions.ToggleQuickSceneObjectVisibilityAction	5190
star.quickobjects.actions.UnsuppressExtractVolumeAction	5365
star.quickobjects.AmbientTemperature	4831
star.quickobjects.BlockDefinition	7042
star.quickobjects.BlockFeature	6849
star.quickobjects.CadBodyDefinition	6068
star.quickobjects.CadBodyFeature	6461
star.quickobjects.CadSheetBodyDefinition	5677
star.quickobjects.CompositeQuickPart	10035
star.quickobjects.CompositeQuickPartManager	6129
star.quickobjects.ConeFrustrumDefinition	7368
star.quickobjects.ConeFrustrumFeature	6976
star.quickobjects.ConstructionObject	11915
star.quickobjects.ConstructionObjectBooleanBucket	6361
star.quickobjects.ConstructionObjectBooleanDefinition	7388
star.quickobjects.ConstructionObjectBooleanFeature	6698
star.quickobjects.ConstructionObjectDefinition	6525
star.quickobjects.ConstructionObjectDefinitionManager	5752
star.quickobjects.ConstructionObjectGeometryFeature	6492
star.quickobjects.ConstructionObjectGroup	5467
star.quickobjects.ConstructionObjectManager	13321
star.quickobjects.ConstructionObjectPatternBucket	6361
star.quickobjects.ConstructionObjectPatternFeature	6925
star.quickobjects.CopyQuickFacesSheetBodiesForUseInParentFeature	6499
star.quickobjects.CopyQuickGeometryObjectBodiesForUseInParentFeature	6471
star.quickobjects.CustomQuickPartBucket	6258
star.quickobjects.CustomQuickPartFeature	6443
star.quickobjects.CustomSingularQuickPartFeature	6545
star.quickobjects.CylinderDefinition	6922
star.quickobjects.CylinderFeature	7171
star.quickobjects.DefaultSolidMaterial	4369
star.quickobjects.DefaultSurfaceEmissivity	4885
star.quickobjects.DefinitionOriginMoveFeature	6362
star.quickobjects.ExtractVolumeImprintBucket	6319
star.quickobjects.GenericQuickPartDefinition	6046
star.quickobjects.GenericQuickPartFeature	6518
star.quickobjects.HiddenQuickSceneObject	4842
star.quickobjects.ImportedCadBodyDefinition	5954
star.quickobjects.ImportedCadBodyFeature	6571
star.quickobjects.ImportedCadSheetBodyDefinition	5563
star.quickobjects.IndependentCadBodyDefinition	5981
star.quickobjects.IndependentCadBodyFeature	6595
star.quickobjects.InterfaceBucketType	1541
star.quickobjects.LeafQuickPart	10440
star.quickobjects.LibraryQuickPart	4812
star.quickobjects.LibraryQuickPartManager	5694
star.quickobjects.ManagesQuickParts	753
star.quickobjects.MoveCopiedBodiesFeature	7140
star.quickobjects.PCBLaminateDefinition	899
star.quickobjects.PCBLaminatePartStorage	6946
star.quickobjects.PhysicsBucket	3914
star.quickobjects.PhysicsRegionType	4101
star.quickobjects.PhysicsToProperties	7784
star.quickobjects.PlacementFeatureBase	6954
star.quickobjects.PrimaryPlacementFeature	6624
star.quickobjects.QPPhysicsInfo	1137
star.quickobjects.QPSPhysicsInfo	1136
star.quickobjects.QuickAutoMeshOperation	6725
star.quickobjects.QuickCompositeFeature	7913
star.quickobjects.QuickCoordinateSystemFeature	6387
star.quickobjects.QuickCustomMeshControl	8454
star.quickobjects.QuickCustomMeshControlManager	6112
star.quickobjects.QuickDefaultScalarProfileValue	5836
star.quickobjects.QuickDerivedDataItem	5738
star.quickobjects.QuickDerivedDataItemGroup	5736
star.quickobjects.QuickDerivedDataItemManager	6345
star.quickobjects.QuickDerivedDataLineProbe	5105
star.quickobjects.QuickDerivedDataPointProbe	5045
star.quickobjects.QuickDrawableItem	309
star.quickobjects.QuickEnvironmentSettings	803
star.quickobjects.QuickExternalExtractVolumeFeature	6787
star.quickobjects.QuickExtractVolumeDefinition	8237
star.quickobjects.QuickExtractVolumeFeature	6293
star.quickobjects.QuickFaceDirectionTool	2161
star.quickobjects.QuickFieldDisplayer	799
star.quickobjects.QuickGeometryFeature	6187
star.quickobjects.QuickGeometryObject	8581
star.quickobjects.QuickGeometryObjectDefinition	6180
star.quickobjects.QuickGeometryObjectDefinitionManager	5436
star.quickobjects.QuickGeometryObjectFeature	6820
star.quickobjects.QuickGeometryObjectGroup	5766
star.quickobjects.QuickGeometryObjectManager	5217
star.quickobjects.QuickImportCadIntoConstructionFeature	6702
star.quickobjects.QuickImprint	6207
star.quickobjects.QuickImprintAfterInteractions	6398
star.quickobjects.QuickIntermediateCompositeFeature	6327
star.quickobjects.QuickInternalExtractVolumeFeature	7149
star.quickobjects.QuickInternalImprint	6295
star.quickobjects.QuickIsoPart	6006
star.quickobjects.QuickManager	20357
star.quickobjects.QuickMeshOperation	11467
star.quickobjects.QuickMeshOperationBase	4200
star.quickobjects.QuickMeshOperationManager	5390
star.quickobjects.QuickModelPartType	2652
star.quickobjects.QuickMonitorPlot	4406
star.quickobjects.QuickNameAttributeFeature	6347
star.quickobjects.QuickObject	8049
star.quickobjects.QuickObjectGroup	5556
star.quickobjects.QuickObjectLocalCoordinateSystem	6400
star.quickobjects.QuickObjectManager	5637
star.quickobjects.QuickObjectPhysicsDefinition	1693
star.quickobjects.QuickObjectPhysicsInfo	1120
star.quickobjects.QuickObjectPolynomial	5597
star.quickobjects.QuickObjectTopFeature	6259
star.quickobjects.QuickParameters	1215
star.quickobjects.QuickPart	10797
star.quickobjects.QuickPartCutout	7173
star.quickobjects.QuickPartCutoutBucket	6258
star.quickobjects.QuickPartDefinition	8818
star.quickobjects.QuickPartDefinitionManager	5617
star.quickobjects.QuickPartDisplayer	8675
star.quickobjects.QuickPartGeometryFeature	6420
star.quickobjects.QuickPartGroup	5748
star.quickobjects.QuickPartImprint	7036
star.quickobjects.QuickPartImprintBucket	6268
star.quickobjects.QuickPartInstance	10350
star.quickobjects.QuickPartLibrary	5643
star.quickobjects.QuickPartLibraryEditor	785
star.quickobjects.QuickPartLibraryManager	5917
star.quickobjects.QuickPartManager	10290
star.quickobjects.QuickPartPhysicsDefinition	5100
star.quickobjects.QuickPartPhysicsValues	4246
star.quickobjects.QuickPartSubtract	7061
star.quickobjects.QuickPartSubtractBucket	6278
star.quickobjects.QuickPartSurface	23635
star.quickobjects.QuickPartSurfaceManager	6341
star.quickobjects.QuickPartWithDefinition	11401
star.quickobjects.QuickPartWithInteractionsImprintBucket	6435
star.quickobjects.QuickPatternNameAttributeFeature	6474
star.quickobjects.QuickPhysicsManager	24005
star.quickobjects.QuickPhysicsReferenceValueManager	5724
star.quickobjects.QuickPlotManager	5934
star.quickobjects.QuickPositioningTool	2408
star.quickobjects.QuickPostDataItem	6063
star.quickobjects.QuickPostDataManager	7672
star.quickobjects.QuickPostDataPlot	5871
star.quickobjects.QuickPostReport	5992
star.quickobjects.QuickPostReportManager	6811
star.quickobjects.QuickPostReportTableModel	2035
star.quickobjects.QuickPrincipalTensor	5216
star.quickobjects.QuickRegionData	4437
star.quickobjects.QuickRegionDataManager	6117
star.quickobjects.QuickReportItemGroup	5646
star.quickobjects.QuickResultObject	4081
star.quickobjects.QuickResultObjectManager	5788
star.quickobjects.QuickScalarDisplayer	9839
star.quickobjects.QuickScalarReportManager	5268
star.quickobjects.QuickSceneAnnotation	5577
star.quickobjects.QuickSceneAnnotationManager	6737
star.quickobjects.QuickSceneDrawableIsoSurface	5682
star.quickobjects.QuickSceneDrawableItem	6073
star.quickobjects.QuickSceneDrawableItemManager	6636
star.quickobjects.QuickSceneDrawableSection	5148
star.quickobjects.QuickSceneDrawableStreamlines	6192
star.quickobjects.QuickSceneManager	8738
star.quickobjects.QuickSceneObject	8380
star.quickobjects.QuickSetupManager	4590
star.quickobjects.QuickSimulationIterator	4492
star.quickobjects.QuickSolveContinua	4258
star.quickobjects.QuickSolverSettings	1087
star.quickobjects.QuickStreamDisplayer	9504
star.quickobjects.QuickStreamPart	6237
star.quickobjects.QuickSurfaceAutoMeshOperation	6762
star.quickobjects.QuickSurfaceCustomMeshControl	8945
star.quickobjects.QuickTemporalMeshRefinement	6109
star.quickobjects.QuickTemporalMeshRefinementManager	5704
star.quickobjects.QuickTerminalFeatureBucket	6309
star.quickobjects.QuickTriggerAction	4090
star.quickobjects.QuickTriggerActionManager	5341
star.quickobjects.QuickUnits	1015
star.quickobjects.QuickUtilities	1240
star.quickobjects.QuickVectorDisplayer	9996
star.quickobjects.QuickVolumeAutoMeshOperation	6747
star.quickobjects.QuickVolumeCustomMeshControl	7559
star.quickobjects.RegularPlacementFeature	7689
star.quickobjects.SecondaryPlacementFeature	6645
star.quickobjects.SheetBodyCircleDefinition	6089
star.quickobjects.SheetBodyCircleFeature	6765
star.quickobjects.SheetBodyConstructionObject	8767
star.quickobjects.SheetBodyConstructionObjectPatternDefinition	7911
star.quickobjects.SheetBodyDefinition	6222
star.quickobjects.SheetBodyRectangleDefinition	6476
star.quickobjects.SheetBodyRectangleFeature	6895
star.quickobjects.SimpleSolidBodyDefinition	5634
star.quickobjects.SingleCutout	6994
star.quickobjects.SingularCustomDefinition	5976
star.quickobjects.SingularCustomPlacementFeature	7300
star.quickobjects.SolidBodyConstructionObject	8648
star.quickobjects.SolidBodyConstructionObjectPatternDefinition	8244
star.quickobjects.SolidBodyDefinition	6513
star.quickobjects.SphereDefinition	6373
star.quickobjects.SphereFeature	6670
star.quickobjects.SurfaceEmissivity	4665
star.quickobjects.TemplatePartDefinition	5764
star.quickobjects.ui.BlockGeometryPanel	12484
star.quickobjects.ui.BlockPanel	13064
star.quickobjects.ui.CadBodyGeometryPanel	10810
star.quickobjects.ui.CadBodyPanel	13687
star.quickobjects.ui.CompositeQuickPartNode	7155
star.quickobjects.ui.ConditionToValuesMapper	800
star.quickobjects.ui.ConeFrustrumGeometryPanel	12041
star.quickobjects.ui.ConeFrustrumPanel	13160
star.quickobjects.ui.ConstructionObjectBooleanGeometryPanel.AdditionSetChangedListener	975
star.quickobjects.ui.ConstructionObjectBooleanGeometryPanel	12495
star.quickobjects.ui.ConstructionObjectBooleanGeometryPanel.SubtractSetChangedListener	975
star.quickobjects.ui.ConstructionObjectBooleanPanel	15885
star.quickobjects.ui.ConstructionObjectEditMode	1544
star.quickobjects.ui.ConstructionObjectEditPanel	15033
star.quickobjects.ui.ConstructionObjectGeometryMode	2379
star.quickobjects.ui.ConstructionObjectGeometryPanel	11066
star.quickobjects.ui.ConstructionObjectManagerNode	7424
star.quickobjects.ui.ConstructionObjectNode	8242
star.quickobjects.ui.ConstructionObjectPatternGeometryPanel	13411
star.quickobjects.ui.ConstructionObjectPatternPanel	14890
star.quickobjects.ui.ConstructionObjectPositioningPanel	12252
star.quickobjects.ui.CylinderGeometryPanel	12304
star.quickobjects.ui.CylinderPanel	13104
star.quickobjects.ui.DifferentValuesComponent	736
star.quickobjects.ui.DifferentValuesDoubleField	13307
star.quickobjects.ui.DifferentValuesDoubleWithSPQField	13241
star.quickobjects.ui.DifferentValuesDoubleWithUnitsField	12746
star.quickobjects.ui.DifferentValuesNeoComboBox	10422
star.quickobjects.ui.DifferentValuesObjectSelectorField	9258
star.quickobjects.ui.DifferentValuesSPQField	13235
star.quickobjects.ui.ExportQuickPartToLibraryPanel	12589
star.quickobjects.ui.ExtractVolumeImprintPanel	13033
star.quickobjects.ui.ExtractVolumeImprintPanel.ImprintShapesSetChangedListener	934
star.quickobjects.ui.ExtractVolumePanel.ComponentMouseListener	1358
star.quickobjects.ui.ExtractVolumePanel	18433
star.quickobjects.ui.ExtractVolumePhysicsBucketPanel	10468
star.quickobjects.ui.ExtractVolumePhysicsBucketPanel.RePullShadowPhysicsTask	3518
star.quickobjects.ui.FaceCoordinateSystemNameDialog	2878
star.quickobjects.ui.GenericQuickPartPanel	14352
star.quickobjects.ui.GenericQuickPartPhysicsPanel	10041
star.quickobjects.ui.ImportedCadBodyPanel	13442
star.quickobjects.ui.ImportFanCurveTableFileChooser	12562
star.quickobjects.ui.InterfaceFanCurveSpecificationEditor	4070
star.quickobjects.ui.LeafQuickPartNode	7107
star.quickobjects.ui.MultiEditQuickPartPhysicsPanel	11903
star.quickobjects.ui.OpenUserMaterialDataBaseEditor	9125
star.quickobjects.ui.OpenUserMaterialDataBaseEditor.MdbExt	1196
star.quickobjects.ui.OriginReferenceComboBox	10479
star.quickobjects.ui.PhysicsConditionFilter	1586
star.quickobjects.ui.PositioningSetAngleDialog	2676
star.quickobjects.ui.PositioningSetDistanceDialog	2739
star.quickobjects.ui.QOValueSetterBase	7013
star.quickobjects.ui.QPPhysicsBucketPanel	14079
star.quickobjects.ui.QPPhysicsBucketPanel.RePullShadowPhysicsTask	3454
star.quickobjects.ui.QPSConditionSetter	3563
star.quickobjects.ui.QPSPhysicsBucketPanel	11185
star.quickobjects.ui.QPSValueSetter	7232
star.quickobjects.ui.QuickAngleCadScalarQuantityField	12772
star.quickobjects.ui.QuickAutoMeshOperationNode	6855
star.quickobjects.ui.QuickCadModelCoordinatePanel	10173
star.quickobjects.ui.QuickCadScalarQuantityField	15217
star.quickobjects.ui.QuickComponentMouseListener	1691
star.quickobjects.ui.QuickCompositeFeatureNode	7564
star.quickobjects.ui.QuickCopyDataBaseDialog.DeleteActionListener	1343
star.quickobjects.ui.QuickCopyDataBaseDialog	7895
star.quickobjects.ui.QuickCopyDataBaseField	9121
star.quickobjects.ui.QuickCopyDataBaseMaterialDialog	2840
star.quickobjects.ui.QuickCopyDataBaseMaterialField	9338
star.quickobjects.ui.QuickCustomMeshControlEditPanel	13493
star.quickobjects.ui.QuickCustomMeshControlManagerNode	6761
star.quickobjects.ui.QuickCustomMeshControlNode	7829
star.quickobjects.ui.QuickCustomMeshControlTemporallyVaryingPane	10106
star.quickobjects.ui.QuickDataBaseMaterialTreeSelectorPanel	9116
star.quickobjects.ui.QuickDerivedDataItemEditPanel	13085
star.quickobjects.ui.QuickDerivedDataItemManagerNode	6133
star.quickobjects.ui.QuickDerivedDataItemNode	6678
star.quickobjects.ui.QuickDerivedDataLineProbeEditPanel	12787
star.quickobjects.ui.QuickDerivedDataPointProbeEditPanel	12801
star.quickobjects.ui.QuickDimensionLessScalarQuantityField	12817
star.quickobjects.ui.QuickDoubleField	12259
star.quickobjects.ui.QuickEditBaseSizePane	10517
star.quickobjects.ui.QuickEditMeshRefinementPane	10639
star.quickobjects.ui.QuickEditMeshRefinementPane.MyActionListener	1306
star.quickobjects.ui.QuickEditMinimumSizePane	12052
star.quickobjects.ui.QuickEditPrismValuesPane	11858
star.quickobjects.ui.QuickEditPrismValuesPane.MyActionListener	1288
star.quickobjects.ui.QuickEditSizePaneBase	12476
star.quickobjects.ui.QuickEditSizePaneBase.MyActionListener	1270
star.quickobjects.ui.QuickEditSurfaceControlMinimumSizePane	13318
star.quickobjects.ui.QuickEditSurfaceControlPrismValuesPane	12920
star.quickobjects.ui.QuickEditSurfaceControlPrismValuesPane.MyActionListener	1372
star.quickobjects.ui.QuickEditSurfaceControlTargetSizePane	13288
star.quickobjects.ui.QuickEditVolumeControlPrismValuesPane	12522
star.quickobjects.ui.QuickEditVolumeControlPrismValuesPane.MyActionListener	1366
star.quickobjects.ui.QuickEditVolumeControlTargetSizePane	13330
star.quickobjects.ui.QuickFieldFunctionSelectorDescriptor.Builder	1561
star.quickobjects.ui.QuickFieldFunctionSelectorDescriptor	1381
star.quickobjects.ui.QuickFieldFunctionSelectorField	10386
star.quickobjects.ui.QuickGasMaterialSelectorPanel	9707
star.quickobjects.ui.QuickGeometryObjectEditMode	1612
star.quickobjects.ui.QuickGeometryObjectEditPane	10451
star.quickobjects.ui.QuickGeometryObjectEditPanel	17150
star.quickobjects.ui.QuickGeometryObjectGeometryPanel	12876
star.quickobjects.ui.QuickGeometryObjectNode	8140
star.quickobjects.ui.QuickGeometryObjectPhysicsPanel	10340
star.quickobjects.ui.QuickGeometryObjectPositioningPanel	14135
star.quickobjects.ui.QuickGeometryObjectPositioningToolPanel.ComponentMouseListener	1484
star.quickobjects.ui.QuickGeometryObjectPositioningToolPanel	17715
star.quickobjects.ui.QuickGeometryObjectPositioningToolPanel.QuickPositioningToolSubPanel	2495
star.quickobjects.ui.QuickIntegerField	11722
star.quickobjects.ui.QuickLengthCadScalarQuantityField	12781
star.quickobjects.ui.QuickLengthDimension	12108
star.quickobjects.ui.QuickLiquidMaterialSelectorPanel	9761
star.quickobjects.ui.QuickManagerNode	6616
star.quickobjects.ui.QuickMaterialSelectorPanel	9266
star.quickobjects.ui.QuickMeshOperationEditPanel	14202
star.quickobjects.ui.QuickMeshOperationManagerNode	6217
star.quickobjects.ui.QuickMeshOperationNode	6940
star.quickobjects.ui.QuickMonitorPlotNode	6346
star.quickobjects.ui.QuickMultiComponentEditor	4212
star.quickobjects.ui.QuickMultiComponentMaterialSelectorPanel	9648
star.quickobjects.ui.QuickMultiSelectDataBaseMaterialField	9543
star.quickobjects.ui.QuickMultiSelectMaterialDialog	2515
star.quickobjects.ui.QuickMultiSelectMaterialPanel	11508
star.quickobjects.ui.QuickNamedObjectEditPanel	11754
star.quickobjects.ui.QuickNewSelectMaterialPanel.GetShadowMaterialsOperation	3399
star.quickobjects.ui.QuickNewSelectMaterialPanel	12283
star.quickobjects.ui.QuickNewSelectMaterialPanel.MaterialNameChangedActionListener	1484
star.quickobjects.ui.QuickNewSelectMaterialPanel.MaterialNameChangedFocusListener	1601
star.quickobjects.ui.QuickNewSelectMaterialPanel.MaterialNameDocumentListener	1799
star.quickobjects.ui.QuickNewSelectMaterialPanel.TitleSymbolNameDocumentListener	1826
star.quickobjects.ui.QuickObjectArrayPhysicalQuantityInputEditor	3708
star.quickobjects.ui.QuickObjectbooleanEditor	4072
star.quickobjects.ui.QuickObjectCompositionEditor.CompositionInputDialog	3282
star.quickobjects.ui.QuickObjectCompositionEditor.CompositionQuickDoubleField	3870
star.quickobjects.ui.QuickObjectCompositionEditor.CompositionQuickDoubleField.ValueChangedObserver	1491
star.quickobjects.ui.QuickObjectCompositionEditor.CompositionTable	12504
star.quickobjects.ui.QuickObjectCompositionEditor	4471
star.quickobjects.ui.QuickObjectCompositionEditor.Panel	9091
star.quickobjects.ui.QuickObjectCompositionEditor.TableMouseListener	2119
star.quickobjects.ui.QuickObjectConditionTypeEditor	5474
star.quickobjects.ui.QuickObjectCSOEditor	9064
star.quickobjects.ui.QuickObjectCSOEditorBuilder.CSOEditorFactory	1268
star.quickobjects.ui.QuickObjectCSOEditorBuilder.EditorDirectClassCreator	2114
star.quickobjects.ui.QuickObjectCSOEditorBuilder	12581
star.quickobjects.ui.QuickObjectDefaultPolynomialInputEditor	3738
star.quickobjects.ui.QuickObjectdoubleEditor	3936
star.quickobjects.ui.QuickObjectElementalCompositiondoubleEditor.AtomTableModel	2959
star.quickobjects.ui.QuickObjectElementalCompositiondoubleEditor	4162
star.quickobjects.ui.QuickObjectEnumeratedOptionInputEditor	5146
star.quickobjects.ui.QuickObjectFanCurveTableEditor	4562
star.quickobjects.ui.QuickObjectFieldFunctionEditor	3647
star.quickobjects.ui.QuickObjectFunctionalGroupCompositionEditor.FunctionalGroupTable	12886
star.quickobjects.ui.QuickObjectFunctionalGroupCompositionEditor.FunctionalGroupTableModel	3190
star.quickobjects.ui.QuickObjectFunctionalGroupCompositionEditor	4012
star.quickobjects.ui.QuickObjectintEditor	3911
star.quickobjects.ui.QuickObjectLeafCSOEditor	2863
star.quickobjects.ui.QuickObjectLogPolynomialInputEditor	3692
star.quickobjects.ui.QuickObjectMaterialPropertyMethodEditor	4078
star.quickobjects.ui.QuickObjectMixtureComponentEditor	4701
star.quickobjects.ui.QuickObjectNasaPolynomialInputEditor	3701
star.quickobjects.ui.QuickObjectNode	6748
star.quickobjects.ui.QuickObjectPolynomialInputEditor	5236
star.quickobjects.ui.QuickObjectProfileMethodEditor	4202
star.quickobjects.ui.QuickObjectProxyProfileEditor	4349
star.quickobjects.ui.QuickObjectScalarPhysicalQuantityInputEditor	5600
star.quickobjects.ui.QuickObjectStringEditor	4701
star.quickobjects.ui.QuickObjectSurfaceMaterialEditor	4251
star.quickobjects.ui.QuickObjectTableEditor	5568
star.quickobjects.ui.QuickObjectUnitsEditor	4843
star.quickobjects.ui.QuickParametersNode	5620
star.quickobjects.ui.QuickParametersPanel	14874
star.quickobjects.ui.QuickParametersPanel.ParameterValueField	11884
star.quickobjects.ui.QuickPartConditionSetter	1511
star.quickobjects.ui.QuickPartEditMode	1228
star.quickobjects.ui.QuickPartEditPanel	18284
star.quickobjects.ui.QuickPartGeometryMode	2182
star.quickobjects.ui.QuickPartGeometryPanel	11693
star.quickobjects.ui.QuickPartInstancePositioningPanel	12381
star.quickobjects.ui.QuickPartInteractionsPanel.CutoutShapesSetChangedListener	931
star.quickobjects.ui.QuickPartInteractionsPanel	16313
star.quickobjects.ui.QuickPartInteractionsPanel.ImprintShapesSetChangedListener	939
star.quickobjects.ui.QuickPartInteractionsPanel.SubtractSetChangedListener	899
star.quickobjects.ui.QuickPartInteractionsPanel.ThroughAllCutoutShapesSetChangedListener	1011
star.quickobjects.ui.QuickPartLibraryDialog	2603
star.quickobjects.ui.QuickPartManagerNode	7552
star.quickobjects.ui.QuickPartNode	8621
star.quickobjects.ui.QuickPartPhysicsPanel	14356
star.quickobjects.ui.QuickPartPhysicsValuesEditor	5316
star.quickobjects.ui.QuickPartSurfaceEditPanel.BucketMap	2314
star.quickobjects.ui.QuickPartSurfaceEditPanel	13778
star.quickobjects.ui.QuickPartSurfaceNode	7743
star.quickobjects.ui.QuickPartValueSetter	3477
star.quickobjects.ui.QuickPartWithDefinitionNode	7050
star.quickobjects.ui.QuickPhysicsBucketPanel	16123
star.quickobjects.ui.QuickPhysicsBucketPanel.RePullPhysicsTask	3579
star.quickobjects.ui.QuickPhysicsManagerNode	6348
star.quickobjects.ui.QuickPhysicsSetupPanel	13323
star.quickobjects.ui.QuickPlotManagerNode	6001
star.quickobjects.ui.QuickPostDataItemEditPanel	12563
star.quickobjects.ui.QuickPostDataItemNode	6743
star.quickobjects.ui.QuickPostDataManagerNode	6089
star.quickobjects.ui.QuickPostDataPlotEditPanel	12670
star.quickobjects.ui.QuickPostDataPlotNode	6253
star.quickobjects.ui.QuickPostReportEditPanel	12170
star.quickobjects.ui.QuickPostReportManagerNode	6073
star.quickobjects.ui.QuickPostReportNode	6955
star.quickobjects.ui.QuickPressureSPQField	12177
star.quickobjects.ui.QuickPrincipalTensorEditor	4237
star.quickobjects.ui.QuickResultObjectManagerNode	5880
star.quickobjects.ui.QuickResultObjectNode	6109
star.quickobjects.ui.QuickScalarPhysicalQuantityField	11957
star.quickobjects.ui.QuickScalarQuantitiesField	8820
star.quickobjects.ui.QuickScalarQuantityField	12003
star.quickobjects.ui.QuickSceneAnnotationEditPanel	12238
star.quickobjects.ui.QuickSceneAnnotationManagerNode	6435
star.quickobjects.ui.QuickSceneAnnotationNode	7023
star.quickobjects.ui.QuickSceneDrawableIsoSurfaceEditPanel	13051
star.quickobjects.ui.QuickSceneDrawableItemEditPanel	12808
star.quickobjects.ui.QuickSceneDrawableItemManagerNode	6459
star.quickobjects.ui.QuickSceneDrawableItemNode	7148
star.quickobjects.ui.QuickSceneDrawableSectionEditPanel	12715
star.quickobjects.ui.QuickSceneDrawableStreamlinesEditPanel	12918
star.quickobjects.ui.QuickSceneDrawableStreamlinesEditPanel.QuickStreamlineEditorPanel	15553
star.quickobjects.ui.QuickSceneManagerNode	6023
star.quickobjects.ui.QuickSceneObjectEditPanel	12170
star.quickobjects.ui.QuickSceneObjectNode	7800
star.quickobjects.ui.QuickSelectDataBaseMaterialField	9529
star.quickobjects.ui.QuickSelectionWidgetPanel	12144
star.quickobjects.ui.QuickSelectionWidgetPanel.WidgetPanelAllowOnOff	2872
star.quickobjects.ui.QuickSelectionWidgetPanel.WidgetPanelEdgeType	2862
star.quickobjects.ui.QuickSelectionWidgetPanel.WidgetPanelOptions	2305
star.quickobjects.ui.QuickSelectionWidgetPanel.WidgetPanelPlanarOnly	2828
star.quickobjects.ui.QuickSelectionWidgetPanel.WidgetPanelSelectCustomQuickPartFace	3002
star.quickobjects.ui.QuickSelectionWidgetPanel.WidgetPanelSelectionMode	2941
star.quickobjects.ui.QuickSelectionWidgetPanel.WidgetPanelSelectionOrder	2860
star.quickobjects.ui.QuickSelectionWidgetPanel.WidgetPanelUIMode	2732
star.quickobjects.ui.QuickSelectionWidgetPanel.WidgetPanelUpdateMode	2924
star.quickobjects.ui.QuickSelectMaterialDialog	3149
star.quickobjects.ui.QuickSelectSimulationMaterialField	9536
star.quickobjects.ui.QuickSetupManagerNode	6019
star.quickobjects.ui.QuickSimulationMaterialPropertyPanel	8930
star.quickobjects.ui.QuickSimulationMaterialTreeSelectorPanel	9245
star.quickobjects.ui.QuickSingleComponentMaterialSelectorPanel	9498
star.quickobjects.ui.QuickSingleSelectDataBaseMaterialField	9407
star.quickobjects.ui.QuickSingleSelectMaterialDialog	4143
star.quickobjects.ui.QuickSingleSelectMaterialPanel	11699
